idx,d0,d1,d2,maqaf,paseq,break
45.17.5,אמר,אֱמֹר,אֱמֹ֥ר,,False,
45.17.6,אל,אֶל,אֶל,"(1, 2)",False,
45.17.7,אחיך,אַחֶיךָ,אַחֶ֖יךָ,"(2, 2)",False,
45.17.8,זאת,זֹאת,זֹ֣את,,False,
45.17.9,עשו,עֲשׂוּ,עֲשׂ֑וּ,,False,
45.17.10,טענו,טַעֲנוּ,טַֽעֲנוּ֙,,False,
45.17.11,את,אֶת,אֶת,"(1, 2)",False,
45.17.12,בעירכם,בְּעִירְכֶם,בְּעִ֣ירְכֶ֔ם,"(2, 2)",False,
45.17.13,ולכו,וּלְכוּ,וּלְכוּ,"(1, 2)",False,
45.17.14,באו,בֹאוּ,בֹ֖אוּ,"(2, 2)",False,
45.17.15,ארצה,אַרְצָה,אַ֥רְצָה,,False,
45.17.16,כנען,כְּנָעַן׃,כְּנָֽעַן׃,,False,
45.18.1,וקחו,וּקְחוּ,וּקְח֧וּ,,False,
45.18.2,את,אֶת,אֶת,"(1, 2)",False,
45.18.3,אביכם,אֲבִיכֶם,אֲבִיכֶ֛ם,"(2, 2)",False,
45.18.4,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
45.18.5,בתיכם,בָּתֵּיכֶם,בָּתֵּיכֶ֖ם,"(2, 2)",False,
45.18.6,ובאו,וּבֹאוּ,וּבֹ֣אוּ,,False,
45.18.7,אלי,אֵלָי,אֵלָ֑י,,False,
45.18.8,ואתנה,וְאֶתְּנָה,וְאֶתְּנָ֣ה,,False,
45.18.9,לכם,לָכֶם,לָכֶ֗ם,,False,
45.18.10,את,אֶת,אֶת,"(1, 2)",False,
45.18.11,טוב,טוּב,טוּב֙,"(2, 2)",False,
45.18.12,ארץ,אֶרֶץ,אֶ֣רֶץ,,False,
45.18.13,מצרים,מִצְרַיִם,מִצְרַ֔יִם,,False,
45.18.14,ואכלו,וְאִכְלוּ,וְאִכְל֖וּ,,False,
45.18.15,את,אֶת,אֶת,"(1, 2)",False,
45.18.16,חלב,חֵלֶב,חֵ֥לֶב,"(2, 2)",False,
45.18.17,הארץ,הָאָרֶץ׃,הָאָֽרֶץ׃,,False,
45.19.1,ואתה,וְאַתָּה,וְאַתָּ֥ה,,False,
45.19.2,צויתה,צֻוֵּיתָה,צֻוֵּ֖יתָה,,False,
45.19.3,זאת,זֹאת,זֹ֣את,,False,
45.19.4,עשו,עֲשׂוּ,עֲשׂ֑וּ,,False,
45.19.5,קחו,קְחוּ,קְחוּ,"(1, 2)",False,
45.19.6,לכם,לָכֶם,לָכֶם֩,"(2, 2)",False,
45.19.7,מארץ,מֵאֶרֶץ,מֵאֶ֨רֶץ,,False,
45.19.8,מצרים,מִצְרַיִם,מִצְרַ֜יִם,,False,
45.19.9,עגלות,עֲגָלוֹת,עֲגָל֗וֹת,,False,
45.19.10,לטפכם,לְטַפְּכֶם,לְטַפְּכֶם֙,,False,
45.19.11,ולנשיכם,וְלִנְשֵׁיכֶם,וְלִנְשֵׁיכֶ֔ם,,False,
45.19.12,ונשאתם,וּנְשָׂאתֶם,וּנְשָׂאתֶ֥ם,,False,
45.19.13,את,אֶת,אֶת,"(1, 2)",False,
45.19.14,אביכם,אֲבִיכֶם,אֲבִיכֶ֖ם,"(2, 2)",False,
45.19.15,ובאתם,וּבָאתֶם׃,וּבָאתֶֽם׃,,False,
45.20.1,ועינכם,וְעֵינְכֶם,וְעֵ֣ינְכֶ֔ם,,False,
45.20.2,אל,אַל,אַל,"(1, 2)",False,
45.20.3,תחס,תָּחֹס,תָּחֹ֖ס,"(2, 2)",False,
45.20.4,על,עַל,עַל,"(1, 2)",False,
45.20.5,כליכם,כְּלֵיכֶם,כְּלֵיכֶ֑ם,"(2, 2)",False,
45.20.6,כי,כִּי,כִּי,"(1, 2)",False,
45.20.7,טוב,טוּב,ט֛וּב,"(2, 2)",False,
45.20.8,כל,כָּל,כָּל,"(1, 2)",False,
45.20.9,ארץ,אֶרֶץ,אֶ֥רֶץ,"(2, 2)",False,
45.20.10,מצרים,מִצְרַיִם,מִצְרַ֖יִם,,False,
45.20.11,לכם,לָכֶם,לָכֶ֥ם,,False,
45.20.12,הוא,הוּא׃,הֽוּא׃,,False,
45.21.1,ויעשו,וַיַּעֲשׂוּ,וַיַּֽעֲשׂוּ,"(1, 2)",False,
45.21.2,כן,כֵן,כֵן֙,"(2, 2)",False,
45.21.3,בני,בְּנֵי,בְּנֵ֣י,,False,
45.21.4,ישראל,יִשְׂרָאֵל,יִשְׂרָאֵ֔ל,,False,
45.21.5,ויתן,וַיִּתֵּן,וַיִּתֵּ֨ן,,False,
45.21.6,להם,לָהֶם,לָהֶ֥ם,,False,
45.21.7,יוסף,יוֹסֵף,יוֹסֵ֛ף,,False,
45.21.8,עגלות,עֲגָלוֹת,עֲגָל֖וֹת,,False,
45.21.9,על,עַל,עַל,"(1, 2)",False,
45.21.10,פי,פִּי,פִּ֣י,"(2, 2)",False,
45.21.11,פרעה,פַרְעֹה,פַרְעֹ֑ה,,False,
45.21.12,ויתן,וַיִּתֵּן,וַיִּתֵּ֥ן,,False,
45.21.13,להם,לָהֶם,לָהֶ֛ם,,False,
45.21.14,צדה,צֵדָה,צֵדָ֖ה,,False,
45.21.15,לדרך,לַדָּרֶךְ׃,לַדָּֽרֶךְ׃,,False,
45.22.1,לכלם,לְכֻלָּם,לְכֻלָּ֥ם,,False,
45.22.2,נתן,נָתַן,נָתַ֛ן,,False,
45.22.3,לאיש,לָאִישׁ,לָאִ֖ישׁ,,False,
45.22.4,חלפות,חֲלִפוֹת,חֲלִפ֣וֹת,,False,
45.22.5,שמלת,שְׂמָלֹת,שְׂמָלֹ֑ת,,False,
45.22.6,ולבנימן,וּלְבִנְיָמִן,וּלְבִנְיָמִ֤ן,,False,
45.22.7,נתן,נָתַן,נָתַן֙,,False,
45.22.8,שלש,שְׁלֹשׁ,שְׁלֹ֣שׁ,,False,
45.22.9,מאות,מֵאוֹת,מֵא֣וֹת,,False,
45.22.10,כסף,כֶּסֶף,כֶּ֔סֶף,,False,
45.22.11,וחמש,וְחָמֵשׁ,וְחָמֵ֖שׁ,,False,
45.22.12,חלפת,חֲלִפֹת,חֲלִפֹ֥ת,,False,
45.22.13,שמלת,שְׂמָלֹת׃,שְׂמָלֹֽת׃,,False,
45.23.1,ולאביו,וּלְאָבִיו,וּלְאָבִ֞יו,,False,
45.23.2,שלח,שָׁלַח,שָׁלַ֤ח,,False,
45.23.3,כזאת,כְּזֹאת,כְּזֹאת֙,,False,
45.23.4,עשרה,עֲשָׂרָה,עֲשָׂרָ֣ה,,False,
45.23.5,חמרים,חֲמֹרִים,חֲמֹרִ֔ים,,False,
45.23.6,נשאים,נֹשְׂאִים,נֹשְׂאִ֖ים,,False,
45.23.7,מטוב,מִטּוּב,מִטּ֣וּב,,False,
45.23.8,מצרים,מִצְרָיִם,מִצְרָ֑יִם,,False,
45.23.9,ועשר,וְעֶשֶׂר,וְעֶ֣שֶׂר,,False,
45.23.10,אתנת,אֲתֹנֹת,אֲתֹנֹ֡ת,,False,
45.23.11,נשאת,נֹשְׂאֹת,נֹֽ֠שְׂאֹת,,False,
45.23.12,בר,בָּר,בָּ֣ר,,False,
45.23.13,ולחם,וָלֶחֶם,וָלֶ֧חֶם,,False,
45.23.14,ומזון,וּמָזוֹן,וּמָז֛וֹן,,False,
45.23.15,לאביו,לְאָבִיו,לְאָבִ֖יו,,False,
45.23.16,לדרך,לַדָּרֶךְ׃,לַדָּֽרֶךְ׃,,False,
45.24.1,וישלח,וַיְשַׁלַּח,וַיְשַׁלַּ֥ח,,False,
45.24.2,את,אֶת,אֶת,"(1, 2)",False,
45.24.3,אחיו,אֶחָיו,אֶחָ֖יו,"(2, 2)",False,
45.24.4,וילכו,וַיֵּלֵכוּ,וַיֵּלֵ֑כוּ,,False,
45.24.5,ויאמר,וַיֹּאמֶר,וַיֹּ֣אמֶר,,False,
45.24.6,אלהם,אֲלֵהֶם,אֲלֵהֶ֔ם,,False,
45.24.7,אל,אַל,אַֽל,"(1, 2)",False,
45.24.8,תרגזו,תִּרְגְּזוּ,תִּרְגְּז֖וּ,"(2, 2)",False,
45.24.9,בדרך,בַּדָּרֶךְ׃,בַּדָּֽרֶךְ׃,,False,
45.25.1,ויעלו,וַיַּעֲלוּ,וַֽיַּעֲל֖וּ,,False,
45.25.2,ממצרים,מִמִּצְרָיִם,מִמִּצְרָ֑יִם,,False,
45.25.3,ויבאו,וַיָּבֹאוּ,וַיָּבֹ֙אוּ֙,,False,
45.25.4,ארץ,אֶרֶץ,אֶ֣רֶץ,,False,
45.25.5,כנען,כְּנַעַן,כְּנַ֔עַן,,False,
45.25.6,אל,אֶל,אֶֽל,"(1, 2)",False,
45.25.7,יעקב,יַעֲקֹב,יַעֲקֹ֖ב,"(2, 2)",False,
45.25.8,אביהם,אֲבִיהֶם׃,אֲבִיהֶֽם׃,,False,
45.26.1,ויגדו,וַיַּגִּדוּ,וַיַּגִּ֨דוּ,,False,
45.26.2,לו,לוֹ,ל֜וֹ,,False,
45.26.3,לאמר,לֵאמֹר,לֵאמֹ֗ר,,False,
45.26.4,עוד,עוֹד,ע֚וֹד,,False,
45.26.5,יוסף,יוֹסֵף,יוֹסֵ֣ף,,False,
45.26.6,חי,חַי,חַ֔י,,False,
45.26.7,וכי,וְכִי,וְכִֽי,"(1, 2)",False,
45.26.8,הוא,הוּא,ה֥וּא,"(2, 2)",False,
45.26.9,משל,מֹשֵׁל,מֹשֵׁ֖ל,,False,
45.26.10,בכל,בְּכָל,בְּכָל,"(1, 2)",False,
45.26.11,ארץ,אֶרֶץ,אֶ֣רֶץ,"(2, 2)",False,
45.26.12,מצרים,מִצְרָיִם,מִצְרָ֑יִם,,False,
45.26.13,ויפג,וַיָּפָג,וַיָּ֣פָג,,False,
45.26.14,לבו,לִבּוֹ,לִבּ֔וֹ,,False,
45.26.15,כי,כִּי,כִּ֥י,,False,
45.26.16,לא,לֹא,לֹא,"(1, 2)",False,
45.26.17,האמין,הֶאֱמִין,הֶאֱמִ֖ין,"(2, 2)",False,
45.26.18,להם,לָהֶם׃,לָהֶֽם׃,,False,
45.27.1,וידברו,וַיְדַבְּרוּ,וַיְדַבְּר֣וּ,,False,
45.27.2,אליו,אֵלָיו,אֵלָ֗יו,,False,
45.27.3,את,אֵת,אֵ֣ת,,False,
45.27.4,כל,כָּל,כָּל,"(1, 2)",False,
45.27.5,דברי,דִּבְרֵי,דִּבְרֵ֤י,"(2, 2)",False,
45.27.6,יוסף,יוֹסֵף,יוֹסֵף֙,,False,
45.27.7,אשר,אֲשֶׁר,אֲשֶׁ֣ר,,False,
45.27.8,דבר,דִּבֶּר,דִּבֶּ֣ר,,False,
45.27.9,אלהם,אֲלֵהֶם,אֲלֵהֶ֔ם,,False,
45.27.10,וירא,וַיַּרְא,וַיַּרְא֙,,False,
45.27.11,את,אֶת,אֶת,"(1, 2)",False,
45.27.12,העגלות,הָעֲגָלוֹת,הָ֣עֲגָל֔וֹת,"(2, 2)",False,
45.27.13,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
45.27.14,שלח,שָׁלַח,שָׁלַ֥ח,"(2, 2)",False,
45.27.15,יוסף,יוֹסֵף,יוֹסֵ֖ף,,False,
45.27.16,לשאת,לָשֵׂאת,לָשֵׂ֣את,,False,
45.27.17,אתו,אֹתוֹ,אֹת֑וֹ,,False,
45.27.18,ותחי,וַתְּחִי,וַתְּחִ֕י,,False,
45.27.19,רוח,רוּחַ,ר֖וּחַ,,False,
45.27.20,יעקב,יַעֲקֹב,יַעֲקֹ֥ב,,False,
45.27.21,אביהם,אֲבִיהֶם׃,אֲבִיהֶֽם׃,,False,
45.28.1,ויאמר,וַיֹּאמֶר,וַיֹּ֙אמֶר֙,,False,
45.28.2,ישראל,יִשְׂרָאֵל,יִשְׂרָאֵ֔ל,,False,
45.28.3,רב,רַב,רַ֛ב,,False,
45.28.4,עוד,עוֹד,עוֹד,"(1, 2)",False,
45.28.5,יוסף,יוֹסֵף,יוֹסֵ֥ף,"(2, 2)",False,
45.28.6,בני,בְּנִי,בְּנִ֖י,,False,
45.28.7,חי,חָי,חָ֑י,,False,
45.28.8,אלכה,אֵלְכָה,אֵֽלְכָ֥ה,,False,
45.28.9,ואראנו,וְאֶרְאֶנּוּ,וְאֶרְאֶ֖נּוּ,,False,
45.28.10,בטרם,בְּטֶרֶם,בְּטֶ֥רֶם,,False,
45.28.11,אמות,אָמוּת׃,אָמֽוּת׃,,False,
46.1.1,ויסע,וַיִּסַּע,וַיִּסַּ֤ע,,False,
46.1.2,ישראל,יִשְׂרָאֵל,יִשְׂרָאֵל֙,,False,
46.1.3,וכל,וְכָל,וְכָל,"(1, 3)",False,
46.1.4,אשר,אֲשֶׁר,אֲשֶׁר,"(2, 3)",False,
46.1.5,לו,לוֹ,ל֔וֹ,"(3, 3)",False,
46.1.6,ויבא,וַיָּבֹא,וַיָּבֹ֖א,,False,
46.1.7,בארה,בְּאֵרָה,בְּאֵ֣רָה,,False,
46.1.8,שבע,שָּׁבַע,שָּׁ֑בַע,,False,
46.1.9,ויזבח,וַיִּזְבַּח,וַיִּזְבַּ֣ח,,False,
46.1.10,זבחים,זְבָחִים,זְבָחִ֔ים,,False,
46.1.11,לאלהי,לֵאלֹהֵי,לֵאלֹהֵ֖י,,False,
46.1.12,אביו,אָבִיו,אָבִ֥יו,,False,
46.1.13,יצחק,יִצְחָק׃,יִצְחָֽק׃,,False,
46.2.1,ויאמר,וַיֹּאמֶר,וַיֹּ֨אמֶר,,False,
46.2.2,אלהים,אֱלֹהִים,אֱלֹהִ֤ים,,True,
46.2.3,לישראל,לְיִשְׂרָאֵל,לְיִשְׂרָאֵל֙,,False,
46.2.4,במראת,בְּמַרְאֹת,בְּמַרְאֹ֣ת,,False,
46.2.5,הלילה,הַלַּיְלָה,הַלַּ֔יְלָה,,False,
46.2.6,ויאמר,וַיֹּאמֶר,וַיֹּ֖אמֶר,,False,
46.2.7,יעקב,יַעֲקֹב,יַעֲקֹ֣ב,,True,
46.2.8,יעקב,יַעֲקֹב,יַעֲקֹ֑ב,,False,
46.2.9,ויאמר,וַיֹּאמֶר,וַיֹּ֖אמֶר,,False,
46.2.10,הנני,הִנֵּנִי׃,הִנֵּֽנִי׃,,False,
46.3.1,ויאמר,וַיֹּאמֶר,וַיֹּ֕אמֶר,,False,
46.3.2,אנכי,אָנֹכִי,אָנֹכִ֥י,,False,
46.3.3,האל,הָאֵל,הָאֵ֖ל,,False,
46.3.4,אלהי,אֱלֹהֵי,אֱלֹהֵ֣י,,False,
46.3.5,אביך,אָבִיךָ,אָבִ֑יךָ,,False,
46.3.6,אל,אַל,אַל,"(1, 2)",False,
46.3.7,תירא,תִּירָא,תִּירָא֙,"(2, 2)",False,
46.3.8,מרדה,מֵרְדָה,מֵרְדָ֣ה,,False,
46.3.9,מצרימה,מִצְרַיְמָה,מִצְרַ֔יְמָה,,False,
46.3.10,כי,כִּי,כִּֽי,"(1, 2)",False,
46.3.11,לגוי,לְגוֹי,לְג֥וֹי,"(2, 2)",False,
46.3.12,גדול,גָּדוֹל,גָּד֖וֹל,,False,
46.3.13,אשימך,אֲשִׂימְךָ,אֲשִֽׂימְךָ֥,,False,
46.3.14,שם,שָׁם׃,שָֽׁם׃,,False,
46.4.1,אנכי,אָנֹכִי,אָנֹכִ֗י,,False,
46.4.2,ארד,אֵרֵד,אֵרֵ֤ד,,False,
46.4.3,עמך,עִמְּךָ,עִמְּךָ֙,,False,
46.4.4,מצרימה,מִצְרַיְמָה,מִצְרַ֔יְמָה,,False,
46.4.5,ואנכי,וְאָנֹכִי,וְאָנֹכִ֖י,,False,
46.4.6,אעלך,אַעַלְךָ,אַֽעַלְךָ֣,,False,
46.4.7,גם,גַם,גַם,"(1, 2)",False,
46.4.8,עלה,עָלֹה,עָלֹ֑ה,"(2, 2)",False,
46.4.9,ויוסף,וְיוֹסֵף,וְיוֹסֵ֕ף,,False,
46.4.10,ישית,יָשִׁית,יָשִׁ֥ית,,False,
46.4.11,ידו,יָדוֹ,יָד֖וֹ,,False,
46.4.12,על,עַל,עַל,"(1, 2)",False,
46.4.13,עיניך,עֵינֶיךָ׃,עֵינֶֽיךָ׃,"(2, 2)",False,
46.5.1,ויקם,וַיָּקָם,וַיָּ֥קָם,,False,
46.5.2,יעקב,יַעֲקֹב,יַעֲקֹ֖ב,,False,
46.5.3,מבאר,מִבְּאֵר,מִבְּאֵ֣ר,,False,
46.5.4,שבע,שָׁבַע,שָׁ֑בַע,,False,
46.5.5,וישאו,וַיִּשְׂאוּ,וַיִּשְׂא֨וּ,,False,
46.5.6,בני,בְנֵי,בְנֵֽי,"(1, 2)",False,
46.5.7,ישראל,יִשְׂרָאֵל,יִשְׂרָאֵ֜ל,"(2, 2)",False,
46.5.8,את,אֶת,אֶת,"(1, 2)",False,
46.5.9,יעקב,יַעֲקֹב,יַעֲקֹ֣ב,"(2, 2)",False,
46.5.10,אביהם,אֲבִיהֶם,אֲבִיהֶ֗ם,,False,
46.5.11,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
46.5.12,טפם,טַפָּם,טַפָּם֙,"(2, 2)",False,
46.5.13,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
46.5.14,נשיהם,נְשֵׁיהֶם,נְשֵׁיהֶ֔ם,"(2, 2)",False,
46.5.15,בעגלות,בָּעֲגָלוֹת,בָּעֲגָל֕וֹת,,False,
46.5.16,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
46.5.17,שלח,שָׁלַח,שָׁלַ֥ח,"(2, 2)",False,
46.5.18,פרעה,פַּרְעֹה,פַּרְעֹ֖ה,,False,
46.5.19,לשאת,לָשֵׂאת,לָשֵׂ֥את,,False,
46.5.20,אתו,אֹתוֹ׃,אֹתֽוֹ׃,,False,
46.6.1,ויקחו,וַיִּקְחוּ,וַיִּקְח֣וּ,,False,
46.6.2,את,אֶת,אֶת,"(1, 2)",False,
46.6.3,מקניהם,מִקְנֵיהֶם,מִקְנֵיהֶ֗ם,"(2, 2)",False,
46.6.4,ואת,וְאֶת,וְאֶת,"(1, 2)",False,
46.6.5,רכושם,רְכוּשָׁם,רְכוּשָׁם֙,"(2, 2)",False,
46.6.6,אשר,אֲשֶׁר,אֲשֶׁ֤ר,,False,
46.6.7,רכשו,רָכְשׁוּ,רָֽכְשׁוּ֙,,False,
46.6.8,בארץ,בְּאֶרֶץ,בְּאֶ֣רֶץ,,False,
46.6.9,כנען,כְּנַעַן,כְּנַ֔עַן,,False,
46.6.10,ויבאו,וַיָּבֹאוּ,וַיָּבֹ֖אוּ,,False,
46.6.11,מצרימה,מִצְרָיְמָה,מִצְרָ֑יְמָה,,False,
46.6.12,יעקב,יַעֲקֹב,יַעֲקֹ֖ב,,False,
46.6.13,וכל,וְכָל,וְכָל,"(1, 2)",False,
46.6.14,זרעו,זַרְעוֹ,זַרְע֥וֹ,"(2, 2)",False,
46.6.15,אתו,אִתּוֹ׃,אִתּֽוֹ׃,,False,
46.7.1,בניו,בָּנָיו,בָּנָ֞יו,,False,
46.7.2,ובני,וּבְנֵי,וּבְנֵ֤י,,False,
46.7.3,בניו,בָנָיו,בָנָיו֙,,False,
46.7.4,אתו,אִתּוֹ,אִתּ֔וֹ,,False,
46.7.5,בנתיו,בְּנֹתָיו,בְּנֹתָ֛יו,,False,
46.7.6,ובנות,וּבְנוֹת,וּבְנ֥וֹת,,False,
46.7.7,בניו,בָּנָיו,בָּנָ֖יו,,False,
46.7.8,וכל,וְכָל,וְכָל,"(1, 2)",False,
46.7.9,זרעו,זַרְעוֹ,זַרְע֑וֹ,"(2, 2)",False,
46.7.10,הביא,הֵבִיא,הֵבִ֥יא,,False,
46.7.11,אתו,אִתּוֹ,אִתּ֖וֹ,,False,
46.7.12,מצרימה,מִצְרָיְמָה׃,מִצְרָֽיְמָה׃,,False,(ס)
46.8.1,ואלה,וְאֵלֶּה,וְאֵ֨לֶּה,,False,
46.8.2,שמות,שְׁמוֹת,שְׁמ֧וֹת,,False,
46.8.3,בני,בְּנֵי,בְּנֵֽי,"(1, 2)",False,
46.8.4,ישראל,יִשְׂרָאֵל,יִשְׂרָאֵ֛ל,"(2, 2)",False,
46.8.5,הבאים,הַבָּאִים,הַבָּאִ֥ים,,False,
46.8.6,מצרימה,מִצְרַיְמָה,מִצְרַ֖יְמָה,,False,
46.8.7,יעקב,יַעֲקֹב,יַעֲקֹ֣ב,,False,
46.8.8,ובניו,וּבָנָיו,וּבָנָ֑יו,,False,
46.8.9,בכר,בְּכֹר,בְּכֹ֥ר,,False,
46.8.10,יעקב,יַעֲקֹב,יַעֲקֹ֖ב,,False,
46.8.11,ראובן,רְאוּבֵן׃,רְאוּבֵֽן׃,,False,
46.9.1,ובני,וּבְנֵי,וּבְנֵ֖י,,False,
46.9.2,ראובן,רְאוּבֵן,רְאוּבֵ֑ן,,False,
46.9.3,חנוך,חֲנוֹךְ,חֲנ֥וֹךְ,,False,
46.9.4,ופלוא,וּפַלּוּא,וּפַלּ֖וּא,,False,
46.9.5,וחצרון,וְחֶצְרוֹן,וְחֶצְר֥וֹן,,False,
46.9.6,וכרמי,וְכַרְמִי׃,וְכַרְמִֽי׃,,False,
46.10.1,ובני,וּבְנֵי,וּבְנֵ֣י,,False,
46.10.2,שמעון,שִׁמְעוֹן,שִׁמְע֗וֹן,,False,
46.10.3,ימואל,יְמוּאֵל,יְמוּאֵ֧ל,,False,
46.10.4,וימין,וְיָמִין,וְיָמִ֛ין,,False,
46.10.5,ואהד,וְאֹהַד,וְאֹ֖הַד,,False,
46.10.6,ויכין,וְיָכִין,וְיָכִ֣ין,,False,
46.10.7,וצחר,וְצֹחַר,וְצֹ֑חַר,,False,
46.10.8,ושאול,וְשָׁאוּל,וְשָׁא֖וּל,,False,
46.10.9,בן,בֶּן,בֶּן,"(1, 2)",False,
46.10.10,הכנענית,הַכְּנַעֲנִית׃,הַֽכְּנַעֲנִֽית׃,"(2, 2)",False,
46.11.1,ובני,וּבְנֵי,וּבְנֵ֖י,,False,
46.11.2,לוי,לֵוִי,לֵוִ֑י,,False,
46.11.3,גרשון,גֵּרְשׁוֹן,גֵּרְשׁ֕וֹן,,False,
46.11.4,קהת,קְהָת,קְהָ֖ת,,False,
46.11.5,ומררי,וּמְרָרִי׃,וּמְרָרִֽי׃,,False,
46.12.1,ובני,וּבְנֵי,וּבְנֵ֣י,,False,
46.12.2,יהודה,יְהוּדָה,יְהוּדָ֗ה,,False,
46.12.3,ער,עֵר,עֵ֧ר,,False,
46.12.4,ואונן,וְאוֹנָן,וְאוֹנָ֛ן,,False,
46.12.5,ושלה,וְשֵׁלָה,וְשֵׁלָ֖ה,,False,
46.12.6,ופרץ,וָפֶרֶץ,וָפֶ֣רֶץ,,False,
46.12.7,וזרח,וָזָרַח,וָזָ֑רַח,,False,
46.12.8,וימת,וַיָּמָת,וַיָּ֨מָת,,False,
46.12.9,ער,עֵר,עֵ֤ר,,False,
46.12.10,ואונן,וְאוֹנָן,וְאוֹנָן֙,,False,
46.12.11,בארץ,בְּאֶרֶץ,בְּאֶ֣רֶץ,,False,
46.12.12,כנען,כְּנַעַן,כְּנַ֔עַן,,False,
46.12.13,ויהיו,וַיִּהְיוּ,וַיִּהְי֥וּ,,False,
46.12.14,בני,בְנֵי,בְנֵי,"(1, 2)",False,
46.12.15,פרץ,פֶרֶץ,פֶ֖רֶץ,"(2, 2)",False,
46.12.16,חצרון,חֶצְרוֹן,חֶצְר֥וֹן,,False,
46.12.17,וחמול,וְחָמוּל׃,וְחָמֽוּל׃,,False,
46.13.1,ובני,וּבְנֵי,וּבְנֵ֖י,,False,
46.13.2,יששכר,יִשָׂשכָר,יִשָׂשכָ֑ר,,False,
46.13.3,תולע,תּוֹלָע,תּוֹלָ֥ע,,False,
46.13.4,ופוה,וּפֻוָּה,וּפֻוָּ֖ה,,False,
46.13.5,ויוב,וְיוֹב,וְי֥וֹב,,False,
46.13.6,ושמרון,וְשִׁמְרוֹן׃,וְשִׁמְרֽוֹן׃,,False,
46.14.1,ובני,וּבְנֵי,וּבְנֵ֖י,,False,
46.14.2,זבולן,זְבוּלֻן,זְבוּלֻ֑ן,,False,
46.14.3,סרד,סֶרֶד,סֶ֥רֶד,,False,
46.14.4,ואלון,וְאֵלוֹן,וְאֵל֖וֹן,,False,
46.14.5,ויחלאל,וְיַחְלְאֵל׃,וְיַחְלְאֵֽל׃,,False,
46.15.1,אלה,אֵלֶּה,אֵ֣לֶּה,,True,
46.15.2,בני,בְּנֵי,בְּנֵ֣י,,False,
46.15.3,לאה,לֵאָה,לֵאָ֗ה,,False,
46.15.4,אשר,אֲשֶׁר,אֲשֶׁ֨ר,,False,
46.15.5,ילדה,יָלְדָה,יָֽלְדָ֤ה,,False,
46.15.6,ליעקב,לְיַעֲקֹב,לְיַעֲקֹב֙,,False,
46.15.7,בפדן,בְּפַדַּן,בְּפַדַּ֣ן,,False,
46.15.8,ארם,אֲרָם,אֲרָ֔ם,,False,
46.15.9,ואת,וְאֵת,וְאֵ֖ת,,False,
46.15.10,דינה,דִּינָה,דִּינָ֣ה,,False,
46.15.11,בתו,בִתּוֹ,בִתּ֑וֹ,,False,
46.15.12,כל,כָּל,כָּל,"(1, 2)",False,
46.15.13,נפש,נֶפֶשׁ,נֶ֧פֶשׁ,"(2, 2)",False,
46.15.14,בניו,בָּנָיו,בָּנָ֛יו,,False,
46.15.15,ובנותיו,וּבְנוֹתָיו,וּבְנוֹתָ֖יו,,False,
46.15.16,שלשים,שְׁלֹשִׁים,שְׁלֹשִׁ֥ים,,False,
46.15.17,ושלש,וְשָׁלֹשׁ׃,וְשָׁלֹֽשׁ׃,,False,
46.16.1,ובני,וּבְנֵי,וּבְנֵ֣י,,False,
46.16.2,גד,גָד,גָ֔ד,,False,
46.16.3,צפיון,צִפְיוֹן,צִפְי֥וֹן,,False,
46.16.4,וחגי,וְחַגִּי,וְחַגִּ֖י,,False,
46.16.5,שוני,שׁוּנִי,שׁוּנִ֣י,,False,
46.16.6,ואצבן,וְאֶצְבֹּן,וְאֶצְבֹּ֑ן,,False,
46.16.7,ערי,עֵרִי,עֵרִ֥י,,False,
46.16.8,וארודי,וַאֲרוֹדִי,וַֽאֲרוֹדִ֖י,,False,
46.16.9,ואראלי,וְאַרְאֵלִי׃,וְאַרְאֵלִֽי׃,,False,
46.17.1,ובני,וּבְנֵי,וּבְנֵ֣י,,False,
46.17.2,אשר,אָשֵׁר,אָשֵׁ֗ר,,False,
46.17.3,ימנה,יִמְנָה,יִמְנָ֧ה,,False,
46.17.4,וישוה,וְיִשְׁוָה,וְיִשְׁוָ֛ה,,False,
46.17.5,וישוי,וְיִשְׁוִי,וְיִשְׁוִ֥י,,False,
46.17.6,ובריעה,וּבְרִיעָה,וּבְרִיעָ֖ה,,False,
46.17.7,ושרח,וְשֶׂרַח,וְשֶׂ֣רַח,,False,
46.17.8,אחתם,אֲחֹתָם,אֲחֹתָ֑ם,,False,
46.17.9,ובני,וּבְנֵי,וּבְנֵ֣י,,False,
46.17.10,בריעה,בְרִיעָה,בְרִיעָ֔ה,,False,
46.17.11,חבר,חֶבֶר,חֶ֖בֶר,,False,
46.17.12,ומלכיאל,וּמַלְכִּיאֵל׃,וּמַלְכִּיאֵֽל׃,,False,
46.18.1,אלה,אֵלֶּה,אֵ֚לֶּה,,False,
46.18.2,בני,בְּנֵי,בְּנֵ֣י,,False,
46.18.3,זלפה,זִלְפָּה,זִלְפָּ֔ה,,False,
46.18.4,אשר,אֲשֶׁר,אֲשֶׁר,"(1, 2)",False,
46.18.5,נתן,נָתַן,נָתַ֥ן,"(2, 2)",False,
